price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,zipcode,lat,long,sqft_living15,sqft_lot15,has_waterfront,has_basement,has_renovation,eff_built
252700.0,2,1,1070.0,9643.0,1,0,3,7,98030,47.3533,-122.166,1220.0,8386.0,0,0,0,35
329000.0,3,2,2450.0,6500.0,2,0,4,8,98030,47.3739,-122.17200000000001,2200.0,6865.0,0,0,0,35
233000.0,3,2,1710.0,4697.0,1,0,5,6,98002,47.3048,-122.21799999999999,1030.0,4705.0,0,0,0,79
937000.0,3,1,2450.0,2691.0,2,0,3,8,98119,47.6386,-122.36,1760.0,3573.0,0,1,0,105
667000.0,3,1,1400.0,1581.0,1,0,5,8,98112,47.6221,-122.314,1860.0,3861.0,0,0,0,111
438000.0,3,1,1520.0,6380.0,1,0,3,7,98115,47.695,-122.304,1520.0,6235.0,0,1,0,72
719000.0,4,2,2570.0,7173.0,2,0,3,8,98052,47.7073,-122.11,2630.0,6026.0,0,0,0,15
580500.0,3,2,2320.0,3980.0,2,0,3,8,98027,47.5391,-122.07,2580.0,3980.0,0,0,0,17
280000.0,2,1,1190.0,1265.0,3,0,3,7,98133,47.7274,-122.35700000000001,1390.0,1756.0,0,0,0,15
687500.0,4,1,2330.0,5000.0,1,0,4,7,98117,47.6823,-122.368,1460.0,5000.0,0,1,0,91
535000.0,3,1,1090.0,3000.0,1,0,4,8,98117,47.6889,-122.375,1570.0,5080.0,0,0,0,91
322500.0,4,2,2060.0,6659.0,1,0,3,7,98058,47.4276,-122.15700000000001,2020.0,8720.0,0,1,0,39
696000.0,3,2,2300.0,3060.0,1,0,3,8,98115,47.6827,-122.31,1590.0,3264.0,0,1,1,18
550000.0,4,1,1660.0,34848.0,1,0,1,5,98052,47.6621,-122.132,2160.0,11467.0,0,1,0,87
640000.0,4,2,2360.0,6000.0,2,0,4,8,98107,47.6702,-122.36200000000001,1730.0,4700.0,0,0,0,116
240000.0,4,1,1220.0,8075.0,1,0,2,7,98001,47.3341,-122.28200000000001,1290.0,7800.0,0,1,0,51
605000.0,4,2,2620.0,7553.0,2,0,3,8,98056,47.5301,-122.18,2620.0,11884.0,0,0,0,24
625000.0,4,2,2570.0,5520.0,2,0,3,9,98074,47.6145,-122.027,2470.0,5669.0,0,0,0,20
775000.0,4,2,4220.0,24186.0,1,0,3,8,98166,47.445,-122.34700000000001,2410.0,30617.0,0,1,0,36
861990.0,5,2,3595.0,5639.0,2,0,3,9,98053,47.6848,-122.016,3625.0,5639.0,0,0,0,6
685000.0,3,1,1570.0,2280.0,2,0,3,7,98119,47.6413,-122.36399999999999,1580.0,2640.0,0,0,0,98
309000.0,3,1,1280.0,9656.0,1,0,4,6,98058,47.4485,-122.175,1340.0,8808.0,0,1,0,61
488000.0,3,2,3160.0,13603.0,2,0,3,8,98019,47.7443,-121.977,3050.0,9232.0,0,0,0,17
210490.0,3,1,990.0,8528.0,1,0,3,6,98023,47.3066,-122.37100000000001,1228.0,8840.0,0,0,0,54
785000.0,4,2,2290.0,13416.0,2,0,4,9,98007,47.6194,-122.15100000000001,2680.0,13685.0,0,0,0,39
450000.0,3,1,1250.0,5963.0,1,0,4,7,98115,47.6796,-122.301,970.0,5100.0,0,0,0,67
1350000.0,3,2,2753.0,65005.0,1,2,5,9,98070,47.4041,-122.45100000000001,2680.0,72513.0,1,1,0,67
228000.0,3,1,1190.0,9199.0,1,0,3,7,98148,47.4258,-122.322,1190.0,9364.0,0,0,0,65
345000.0,5,2,3150.0,9134.0,1,0,4,8,98056,47.4934,-122.189,1990.0,9133.0,0,1,0,54
600000.0,3,1,1410.0,4080.0,1,0,4,7,98117,47.6808,-122.384,1410.0,4080.0,0,1,0,70
585000.0,2,1,1980.0,8550.0,1,0,3,7,98117,47.6989,-122.369,1480.0,6738.0,0,1,0,39
920000.0,5,2,2730.0,6000.0,1,0,3,8,98105,47.6571,-122.281,2730.0,6000.0,0,1,0,93
885000.0,4,2,2830.0,5000.0,2,0,3,9,98105,47.6597,-122.29,1950.0,5000.0,0,0,0,25
292500.0,4,2,2250.0,4495.0,2,0,3,7,98042,47.3663,-122.11399999999999,2250.0,4500.0,0,0,0,12
301000.0,3,2,2420.0,4750.0,2,0,3,8,98042,47.3663,-122.12200000000001,2690.0,4750.0,0,0,0,17
951000.0,5,3,3250.0,14342.0,2,4,4,8,98008,47.588,-122.116,2960.0,11044.0,0,0,0,52
430000.0,4,3,1850.0,9976.0,2,0,3,8,98059,47.5059,-122.149,2270.0,8542.0,0,0,0,29
650000.0,3,2,2150.0,21235.0,1,3,4,8,98166,47.4336,-122.339,2570.0,18900.0,0,1,0,61
289000.0,3,1,1260.0,8400.0,1,0,3,7,98148,47.4366,-122.335,1290.0,8750.0,0,0,0,66
505000.0,3,1,2519.0,8690.0,2,0,5,8,98166,47.4428,-122.344,2500.0,9500.0,0,0,0,47
549000.0,3,1,1540.0,1044.0,3,0,3,8,98115,47.6765,-122.32,1580.0,3090.0,0,0,0,6
425000.0,3,2,1660.0,6000.0,1,0,3,7,98122,47.6113,-122.29700000000001,1440.0,4080.0,0,1,0,41
317625.0,3,2,2770.0,3809.0,1,0,5,7,98144,47.5747,-122.304,1440.0,4000.0,0,1,0,95
975000.0,4,2,2720.0,11049.0,2,0,3,10,98004,47.5815,-122.19200000000001,2750.0,11049.0,0,0,0,31
287000.0,4,2,2240.0,4648.0,2,0,3,7,98001,47.3378,-122.257,2221.0,4557.0,0,0,0,15
204000.0,3,1,1000.0,12070.0,1,0,4,7,98042,47.3621,-122.11,1010.0,12635.0,0,0,0,52
1330000.0,5,2,3200.0,20158.0,1,0,3,8,98004,47.6303,-122.215,3390.0,20158.0,0,1,0,55
1040000.0,5,3,4770.0,50094.0,1,0,4,11,98005,47.6525,-122.16,3530.0,38917.0,0,1,0,47
325000.0,3,2,1260.0,5612.0,1,0,4,7,98034,47.7362,-122.179,1640.0,4745.0,0,0,0,48
571000.0,4,2,2750.0,7807.0,1,0,5,7,98125,47.7168,-122.287,1510.0,7807.0,0,1,0,104
360000.0,4,2,2380.0,5000.0,2,0,3,8,98038,47.3608,-122.036,2420.0,5000.0,0,0,0,15
349000.0,3,1,1790.0,50529.0,1,0,5,7,98042,47.3511,-122.073,1940.0,50529.0,0,1,0,55
832500.0,4,4,3430.0,35102.0,2,0,4,10,98075,47.5822,-121.98700000000001,3240.0,35020.0,0,1,0,34
380000.0,4,1,1760.0,7300.0,1,0,3,7,98008,47.6034,-122.125,1680.0,7500.0,0,1,0,64
480000.0,3,1,1040.0,5060.0,1,0,3,7,98116,47.5636,-122.39399999999999,890.0,5060.0,0,0,0,79
410000.0,3,1,1410.0,5060.0,1,0,4,7,98133,47.7073,-122.34,1130.0,5693.0,0,1,0,64
720000.0,4,2,3450.0,39683.0,2,0,3,10,98010,47.342,-122.025,3350.0,39750.0,0,0,0,18
390000.0,3,2,2350.0,5100.0,2,0,3,8,98038,47.3512,-122.008,2350.0,5363.0,0,0,0,17
360000.0,4,2,1900.0,5889.0,2,0,3,7,98038,47.349,-122.031,1870.0,6405.0,0,0,0,28
355000.0,2,1,2020.0,6720.0,1,0,3,7,98118,47.5474,-122.291,1720.0,6720.0,0,1,0,72
356000.0,3,1,1680.0,8712.0,1,0,3,8,98059,47.4811,-122.149,1850.0,8797.0,0,0,0,56
315000.0,3,1,960.0,6634.0,1,0,3,6,98125,47.7264,-122.31,1570.0,7203.0,0,0,0,68
940000.0,3,1,2140.0,3600.0,2,0,3,9,98119,47.6337,-122.365,2020.0,4800.0,0,1,0,95
305000.0,5,2,2660.0,8400.0,1,0,5,7,98092,47.2909,-122.189,1590.0,8165.0,0,0,0,59
461000.0,3,3,2770.0,6278.0,2,0,3,9,98056,47.5228,-122.199,1900.0,7349.0,0,1,0,14
215000.0,2,2,1610.0,2040.0,2,0,4,7,98056,47.518,-122.194,1950.0,2025.0,0,0,0,41
335000.0,2,1,1030.0,1066.0,2,0,3,7,98136,47.5394,-122.387,1030.0,1106.0,0,1,0,14
243500.0,4,2,1980.0,7403.0,2,0,3,7,98023,47.2897,-122.37200000000001,1980.0,7510.0,0,0,0,32
1100000.0,5,2,3520.0,6353.0,2,0,4,10,98199,47.6506,-122.391,2520.0,6250.0,0,0,0,19
153000.0,3,1,1200.0,10500.0,1,0,3,7,98023,47.321999999999996,-122.351,1350.0,10500.0,0,0,0,58
430000.0,3,1,1580.0,5000.0,1,0,3,8,98117,47.687,-122.38600000000001,1570.0,4500.0,0,1,0,81
700000.0,3,1,1580.0,5000.0,1,0,3,8,98117,47.687,-122.38600000000001,1570.0,4500.0,0,1,0,81
905000.0,4,2,3300.0,10250.0,1,0,3,7,98040,47.5873,-122.249,1950.0,6045.0,0,1,1,29
247500.0,3,1,1960.0,15681.0,1,0,3,7,98032,47.3576,-122.277,1750.0,15616.0,0,0,0,53
199000.0,4,1,1160.0,6400.0,1,0,4,7,98023,47.3036,-122.37799999999999,1160.0,6400.0,0,0,0,45
314000.0,3,1,1810.0,41800.0,1,0,5,7,98038,47.4109,-121.958,1650.0,135036.0,0,1,0,40
437500.0,3,2,2320.0,36847.0,2,2,3,9,98045,47.4838,-121.714,2550.0,35065.0,0,0,0,28
850830.0,3,2,2070.0,13241.0,1,0,5,9,98102,47.6415,-122.315,2200.0,4500.0,0,1,0,110
555000.0,3,2,1980.0,3478.0,1,0,4,7,98117,47.6775,-122.37200000000001,1610.0,3478.0,0,1,0,91
699950.0,3,2,2190.0,107593.0,2,0,4,8,98077,47.7731,-122.08,2570.0,47777.0,0,0,0,37
1090000.0,3,2,2920.0,8113.0,2,0,3,8,98004,47.5814,-122.196,2370.0,8113.0,0,0,1,10
290000.0,3,1,1210.0,33919.0,1,0,3,7,98058,47.4375,-122.184,1640.0,14910.0,0,0,0,66
375000.0,3,2,2340.0,10005.0,1,0,4,8,98058,47.4431,-122.133,2250.0,8162.0,0,1,0,42
460000.0,3,1,1670.0,4005.0,1,0,4,7,98117,47.6878,-122.38,1240.0,4005.0,0,1,0,81
188500.0,2,1,1240.0,2493.0,1,0,4,8,98198,47.3813,-122.322,1270.0,4966.0,0,0,0,35
680000.0,4,2,3140.0,28037.0,2,0,4,10,98077,47.7304,-122.08200000000001,2990.0,35001.0,0,0,0,29
470000.0,5,1,2030.0,12342.0,2,0,4,7,98052,47.6417,-122.109,2500.0,9433.0,0,0,0,78
597750.0,4,2,2310.0,9624.0,2,0,3,8,98027,47.5386,-122.053,1940.0,9636.0,0,0,0,36
570000.0,3,1,1260.0,3328.0,1,0,5,6,98103,47.6823,-122.34899999999999,1380.0,3536.0,0,1,0,115
272500.0,3,1,1540.0,12600.0,1,0,4,7,98038,47.3624,-122.031,1540.0,11656.0,0,0,0,40
329950.0,3,1,2080.0,5969.0,1,2,3,7,98108,47.5474,-122.295,2090.0,5500.0,0,1,0,49
480000.0,4,2,3230.0,16171.0,2,0,3,9,98001,47.3183,-122.25299999999999,2640.0,8517.0,0,1,0,19
740500.0,3,3,4380.0,6350.0,2,0,3,8,98117,47.6981,-122.368,1830.0,6350.0,0,0,0,120
518500.0,3,3,1590.0,1102.0,3,0,3,8,98103,47.6824,-122.34700000000001,1620.0,3166.0,0,0,0,10
205425.0,2,1,880.0,6780.0,1,0,4,6,98178,47.5009,-122.24799999999999,1190.0,6780.0,0,0,0,75
171800.0,4,2,1570.0,9600.0,1,0,3,6,98168,47.4965,-122.303,1880.0,9000.0,0,0,0,70
535000.0,4,1,1610.0,2982.0,1,0,4,7,98144,47.586999999999996,-122.294,1610.0,4040.0,0,0,0,95
660000.0,3,2,2400.0,6474.0,1,2,3,8,98177,47.7728,-122.38600000000001,2340.0,10856.0,0,1,0,56
391500.0,3,2,1450.0,9132.0,1,0,3,7,98034,47.7288,-122.226,1580.0,9104.0,0,0,0,33
395000.0,2,1,770.0,6000.0,1,0,3,6,98117,47.6999,-122.36399999999999,1710.0,6000.0,0,0,0,67
445000.0,4,1,2100.0,4400.0,1,0,5,7,98118,47.5299,-122.266,1850.0,4400.0,0,1,0,96
770000.0,3,2,2910.0,10204.0,2,0,3,9,98052,47.6897,-122.098,2700.0,13992.0,0,0,0,30
1450000.0,4,2,2750.0,17789.0,1,0,3,8,98004,47.6141,-122.212,3060.0,11275.0,0,1,1,28
445000.0,3,2,2100.0,8201.0,1,2,3,8,98178,47.5091,-122.244,2660.0,8712.0,0,1,0,53
260000.0,4,2,2160.0,8811.0,1,0,3,8,98023,47.3129,-122.39,2090.0,8400.0,0,1,0,42
822500.0,5,3,2320.0,4960.0,2,0,5,7,98103,47.6763,-122.352,1700.0,4960.0,0,1,0,94
430000.0,4,2,2070.0,4310.0,2,0,3,7,98065,47.5319,-121.85,1970.0,3748.0,0,0,0,16
212000.0,3,1,1060.0,7875.0,1,0,4,7,98092,47.2761,-122.152,1420.0,7680.0,0,0,0,34
660500.0,4,2,2010.0,9603.0,1,0,3,8,98027,47.5343,-122.054,2060.0,9793.0,0,1,0,34
784000.0,3,3,3950.0,111078.0,1,0,3,9,98052,47.696999999999996,-122.072,2480.0,88500.0,0,1,0,31
453246.0,3,2,2010.0,2287.0,2,0,3,8,98029,47.5517,-121.99799999999999,1690.0,1662.0,0,1,0,6
675000.0,4,3,2140.0,2278.0,3,0,3,9,98107,47.6734,-122.38,1540.0,2285.0,0,0,0,15
199000.0,3,1,1320.0,17390.0,1,0,4,7,98003,47.3257,-122.296,1550.0,19265.0,0,0,0,64
220000.0,4,1,2020.0,7840.0,1,0,3,7,98003,47.3309,-122.29899999999999,1750.0,8140.0,0,1,0,52
452000.0,4,2,2590.0,10002.0,1,0,4,8,98028,47.7689,-122.266,1550.0,10436.0,0,1,0,52
382500.0,2,1,1190.0,4440.0,1,0,3,6,98125,47.7135,-122.287,1060.0,5715.0,0,0,0,39
519950.0,3,2,1170.0,1249.0,3,0,3,8,98107,47.6722,-122.381,1350.0,1310.0,0,0,0,6
665000.0,2,1,1110.0,3200.0,1,0,3,7,98119,47.6338,-122.35799999999999,1170.0,3600.0,0,0,0,95
527700.0,5,2,2820.0,9375.0,1,0,4,8,98006,47.5707,-122.12799999999999,2820.0,9375.0,0,1,0,52
205000.0,3,1,1610.0,8579.0,1,0,4,7,98058,47.4563,-122.171,1610.0,8579.0,0,1,0,58
420000.0,3,1,1060.0,8097.0,1,0,4,7,98133,47.7144,-122.351,1560.0,7940.0,0,1,0,97
500000.0,4,2,2030.0,8517.0,1,0,4,8,98006,47.5495,-122.17399999999999,2230.0,8824.0,0,1,0,59
921500.0,4,2,3670.0,315374.0,2,0,4,9,98077,47.7421,-122.02600000000001,2840.0,87991.0,0,0,0,26
890000.0,4,1,2550.0,4000.0,2,0,3,8,98109,47.6354,-122.353,2200.0,4000.0,0,1,0,115
430000.0,2,2,2420.0,60984.0,2,0,3,7,98027,47.5262,-121.943,1940.0,193842.0,0,0,0,13
258000.0,5,2,2260.0,12500.0,1,0,4,8,98032,47.3887,-122.286,1360.0,18000.0,0,1,0,60
511000.0,3,1,1430.0,3455.0,1,0,3,7,98103,47.6873,-122.336,1450.0,4599.0,0,1,0,73
532170.0,3,2,1360.0,3090.0,2,0,3,8,98103,47.6838,-122.353,1500.0,3090.0,0,0,0,30
560000.0,3,1,1110.0,5000.0,1,0,3,7,98107,47.655,-122.359,1420.0,5000.0,0,0,0,73
282950.0,3,1,1250.0,8200.0,1,0,4,7,98003,47.3255,-122.304,1680.0,8633.0,0,0,0,66
2250000.0,4,3,5180.0,19850.0,2,3,3,12,98006,47.562,-122.162,3160.0,9750.0,0,1,0,14
350000.0,1,1,700.0,5100.0,1,0,3,7,98115,47.678999999999995,-122.3,1010.0,5100.0,0,0,0,78
215000.0,3,1,1180.0,7669.0,1,0,4,7,98058,47.4479,-122.176,1190.0,7669.0,0,0,0,53
650000.0,5,3,3960.0,25245.0,2,0,3,9,98056,47.525,-122.17200000000001,2640.0,13675.0,0,1,0,24
320000.0,4,2,2640.0,7500.0,1,0,3,8,98023,47.3135,-122.369,1980.0,7875.0,0,1,0,53
247000.0,3,2,1270.0,7198.0,1,0,3,7,98022,47.2086,-121.99600000000001,1160.0,7198.0,0,0,1,7
320000.0,4,1,1760.0,11180.0,1,0,4,8,98059,47.4715,-122.118,1730.0,11180.0,0,0,0,52
255000.0,5,2,2060.0,8632.0,1,0,3,7,98146,47.4877,-122.335,1010.0,11680.0,0,1,0,58
438000.0,3,1,1780.0,9660.0,1,0,3,7,98034,47.7171,-122.193,1200.0,9660.0,0,0,0,58
900000.0,3,2,3400.0,16603.0,2,0,3,10,98075,47.6012,-122.023,3400.0,12601.0,0,0,0,20
441000.0,3,2,1910.0,7280.0,1,0,3,7,98034,47.7319,-122.22399999999999,1710.0,8152.0,0,1,0,41
420000.0,3,2,2020.0,38332.0,1,0,4,7,98027,47.4582,-122.023,2110.0,36590.0,0,1,0,45
370000.0,3,1,1580.0,7000.0,1,0,3,7,98034,47.7209,-122.16799999999999,1640.0,7500.0,0,1,0,44
269950.0,2,1,1340.0,7250.0,1,0,5,5,98198,47.408,-122.32700000000001,1830.0,9750.0,0,1,0,71
807100.0,4,2,2680.0,4499.0,2,0,3,9,98006,47.565,-122.125,2920.0,4500.0,0,0,0,21
653000.0,3,2,2680.0,9750.0,1,0,4,8,98034,47.7028,-122.23100000000001,2480.0,8750.0,0,1,0,41
371500.0,3,2,1370.0,8336.0,1,0,5,7,98133,47.7458,-122.331,1770.0,7288.0,0,0,0,56
284000.0,3,1,1560.0,21000.0,1,0,3,7,98166,47.4776,-122.337,1070.0,7920.0,0,0,0,66
272000.0,3,1,2160.0,7140.0,1,0,4,7,98023,47.3026,-122.374,1930.0,7350.0,0,1,0,42
313000.0,3,1,1340.0,7912.0,1,0,3,7,98133,47.7658,-122.339,1480.0,7940.0,0,0,0,65
917500.0,4,2,3880.0,35003.0,2,0,3,10,98033,47.6477,-122.182,3740.0,35230.0,0,1,0,36
673000.0,4,2,2590.0,8190.0,2,0,4,8,98006,47.5619,-122.125,2260.0,8335.0,0,0,0,40
425000.0,3,2,1120.0,1100.0,2,0,3,8,98122,47.6106,-122.31,1590.0,1795.0,0,1,0,12
399950.0,5,2,1970.0,5400.0,1,0,3,7,98144,47.5868,-122.30799999999999,1280.0,2150.0,0,1,0,34
385000.0,3,1,1220.0,4800.0,1,0,3,6,98122,47.6101,-122.307,1200.0,4800.0,0,0,0,119
269950.0,3,1,1950.0,7560.0,1,2,4,7,98022,47.1976,-121.999,1950.0,8941.0,0,1,0,45
330000.0,2,1,1350.0,8220.0,1,0,3,7,98177,47.7224,-122.35799999999999,1540.0,8280.0,0,1,0,71
260000.0,3,2,1670.0,5797.0,2,0,3,7,98030,47.3505,-122.179,1670.0,6183.0,0,0,0,32
470000.0,4,3,2380.0,5125.0,1,0,4,7,98126,47.5384,-122.376,1410.0,5375.0,0,1,0,95
589000.0,4,3,2440.0,9600.0,2,0,5,7,98034,47.7044,-122.2,2290.0,9600.0,0,0,0,59
163500.0,2,1,1050.0,3419.0,2,0,3,7,98038,47.3848,-122.039,1050.0,3417.0,0,0,0,24
835000.0,4,2,3130.0,13412.0,2,0,3,9,98052,47.6993,-122.102,2260.0,9984.0,0,1,0,27
1100000.0,5,3,4090.0,12850.0,1,2,4,10,98033,47.6627,-122.18799999999999,2540.0,10270.0,0,1,0,34
269000.0,4,1,1490.0,10000.0,1,0,4,8,98023,47.3099,-122.37899999999999,2190.0,8910.0,0,1,0,51
560000.0,3,2,1900.0,8744.0,2,0,3,8,98074,47.62,-122.04299999999999,2030.0,8744.0,0,0,0,33
615000.0,4,1,1330.0,2400.0,1,0,4,6,98103,47.65,-122.34,1330.0,4400.0,0,0,0,119
585188.0,3,2,2230.0,10026.0,1,0,3,8,98052,47.6647,-122.15299999999999,2230.0,9340.0,0,1,0,45
305000.0,3,1,1650.0,9480.0,1,0,3,7,98034,47.726000000000006,-122.191,1540.0,8400.0,0,1,0,43
166950.0,3,1,1190.0,8820.0,1,0,3,6,98058,47.4616,-122.184,1230.0,7980.0,0,0,0,61
799000.0,3,2,2140.0,9897.0,1,0,4,8,98040,47.5505,-122.219,2680.0,10083.0,0,0,0,61
400000.0,3,2,2180.0,7508.0,1,0,4,7,98133,47.7606,-122.336,1900.0,7818.0,0,1,0,58
230000.0,3,1,1060.0,10228.0,1,0,3,7,98155,47.7481,-122.3,1570.0,10228.0,0,0,0,72
256883.0,3,2,1690.0,5025.0,2,0,3,8,98023,47.2779,-122.34700000000001,2550.0,5001.0,0,0,0,17
423000.0,4,2,1970.0,6480.0,1,0,5,7,98108,47.5511,-122.31200000000001,1500.0,6480.0,0,1,0,100
465000.0,3,2,2150.0,4084.0,2,0,3,8,98126,47.5488,-122.37200000000001,1750.0,2385.0,0,0,0,13
440000.0,3,2,1910.0,66211.0,2,0,3,7,98024,47.5385,-121.911,2330.0,67268.0,0,0,0,23
385000.0,3,1,1350.0,155073.0,1,0,4,7,98038,47.4058,-121.994,1560.0,50965.0,0,0,0,51
210000.0,3,1,860.0,11725.0,1,0,4,6,98056,47.5093,-122.184,1300.0,9514.0,0,0,0,77
297000.0,3,2,1940.0,14952.0,2,0,3,8,98042,47.3777,-122.165,2030.0,10450.0,0,0,0,26
470000.0,3,1,1010.0,5000.0,1,0,3,7,98107,47.675,-122.39399999999999,1680.0,5000.0,0,0,0,68
226500.0,3,1,1300.0,7370.0,1,0,4,7,98023,47.3025,-122.37,1430.0,7500.0,0,1,0,44
274250.0,3,1,910.0,8450.0,1,0,4,6,98059,47.4787,-122.15799999999999,1400.0,8040.0,0,0,0,58
840000.0,4,1,2480.0,11010.0,1,0,4,9,98040,47.5378,-122.219,2770.0,10744.0,0,1,0,54
677900.0,3,2,2440.0,4587.0,2,0,3,8,98052,47.7073,-122.11399999999999,2750.0,4587.0,0,0,0,10
425000.0,3,1,1010.0,5864.0,1,0,3,7,98116,47.5733,-122.381,1290.0,5000.0,0,0,0,105
180250.0,2,0,900.0,9600.0,1,0,3,6,98166,47.4604,-122.339,1250.0,14280.0,0,0,0,79
464000.0,6,3,2300.0,3404.0,2,0,3,7,98133,47.7067,-122.34299999999999,1560.0,1312.0,0,1,1,26
320000.0,4,2,1550.0,7579.0,2,0,3,8,98038,47.354,-122.04700000000001,1630.0,6397.0,0,0,0,27
625504.0,3,2,1270.0,1566.0,2,0,3,8,98105,47.6647,-122.28399999999999,1160.0,1327.0,0,1,0,6
592500.0,4,2,2240.0,12032.0,1,0,3,9,98074,47.6143,-122.01700000000001,2520.0,12368.0,0,0,0,37
465000.0,3,2,2714.0,17936.0,2,0,3,9,98001,47.3185,-122.275,2590.0,18386.0,0,0,0,15
477000.0,4,2,1720.0,6270.0,2,0,3,8,98118,47.5458,-122.26799999999999,2130.0,8700.0,0,0,0,42
280000.0,2,1,850.0,16400.0,1,0,3,6,98168,47.4889,-122.29899999999999,1100.0,14459.0,0,0,0,97
1510000.0,5,3,3300.0,33474.0,1,3,3,9,98040,47.5673,-122.21,3836.0,20953.0,0,1,1,29
445838.0,3,2,2250.0,5692.0,2,0,3,8,98146,47.5133,-122.37899999999999,1320.0,5390.0,0,0,0,20
1070000.0,2,2,3900.0,14864.0,1,3,3,8,98144,47.5884,-122.291,2580.0,5184.0,0,1,0,73
467000.0,2,1,1320.0,10800.0,1,0,4,8,98177,47.7145,-122.367,2120.0,12040.0,0,0,0,73
686000.0,4,2,2760.0,6440.0,2,0,3,10,98075,47.5836,-122.02600000000001,3070.0,8127.0,0,0,0,21
279950.0,3,2,1750.0,9750.0,1,0,3,7,98198,47.398,-122.29899999999999,1900.0,10125.0,0,1,0,59
527000.0,4,2,2330.0,19436.0,2,0,3,8,98011,47.7663,-122.215,1910.0,10055.0,0,0,0,33
325000.0,3,2,2220.0,16020.0,1,0,4,8,98030,47.3758,-122.21700000000001,2080.0,9583.0,0,1,0,54
328000.0,3,2,2020.0,8379.0,2,0,3,7,98038,47.3828,-122.023,2020.0,8031.0,0,0,0,26
390000.0,3,2,1250.0,7500.0,1,0,5,7,98146,47.5123,-122.37299999999999,1280.0,7392.0,0,0,0,78
479950.0,2,2,1510.0,6516.0,1,0,3,8,98053,47.7076,-122.01299999999999,1640.0,6009.0,0,0,0,15
264950.0,4,2,1720.0,9753.0,1,0,4,7,98023,47.2922,-122.37100000000001,1510.0,9753.0,0,1,0,42
235000.0,3,1,1430.0,15246.0,1,0,4,7,98031,47.4075,-122.214,1960.0,13068.0,0,1,0,59
516500.0,3,2,1480.0,4729.0,2,0,3,7,98053,47.6794,-122.03399999999999,2250.0,4729.0,0,0,0,16
655000.0,2,1,1450.0,15798.0,2,4,3,7,98166,47.4497,-122.375,2030.0,13193.0,1,1,1,42
500000.0,4,2,2280.0,15347.0,1,0,5,7,98059,47.5218,-122.164,2280.0,15347.0,0,0,0,60
315000.0,6,2,2940.0,7350.0,1,0,3,8,98023,47.3103,-122.339,2120.0,8236.0,0,1,0,42
